gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Male,Black,Tier 1,Bachelors,6.9,52.19,98.81,60.62,1
Male,Black,Tier 2,,0.1,29.9,76.94,40.85,0
Male,Asian,Tier 2,Bachelors,2.8,46.79,83.36,83.96,1
Male,Black,,Masters,18.1,49.19,75.46,8.91,0
Male,Asian,Tier 2,Bachelors,7.6,26.53,82.81,77.48,1
Female,Asian,Tier 1,Bachelors,0.4,16.02,64.43,26.85,0
Female,Black,Tier 3,Masters,,26.3,66.0,75.68,0
,,Tier 1,Bachelors,11.3,2.58,,11.42,0
Male,White,,Bachelors,7.8,45.33,94.69,96.56,1
Female,White,Tier 2,Bachelors,9.8,27.07,95.31,54.22,1
Male,Other,Tier 3,Bachelors,1.0,56.57,97.58,54.87,1
Male,White,Tier 3,,0.1,43.59,67.04,65.19,0
Male,Black,Tier 2,Bachelors,0.8,23.07,68.95,27.68,0
Male,Black,Tier 1,Masters,5.2,12.58,90.95,1.99,0
Female,White,Tier 2,Bachelors,0.0,57.69,61.53,13.66,0
Female,White,Tier 2,,,30.76,60.78,1.24,0
Male,Black,Tier 2,Masters,,23.01,79.84,56.97,0
Female,White,Tier 1,Bachelors,1.2,47.63,73.57,57.52,1
Other,Black,Tier 2,Masters,1.4,21.19,86.6,,0
Female,White,Tier 1,Masters,0.6,35.16,77.18,70.46,1
Male,White,Tier 2,PhD,6.1,48.4,51.67,75.67,1
Female,Black,Tier 2,Bachelors,8.2,31.93,,61.82,0
Male,Black,Tier 1,Bachelors,5.4,,92.96,55.95,1
Female,White,Tier 2,Masters,9.1,5.2,77.8,26.92,0
Male,White,Tier 1,Masters,2.5,16.82,84.27,78.83,1
Male,White,Tier 2,Masters,6.0,8.79,76.76,28.95,0
Other,Black,Tier 2,Masters,4.4,11.1,72.82,41.02,0
Male,White,Tier 2,Bachelors,6.4,25.13,78.59,97.28,1
Female,White,Tier 1,Bachelors,6.3,28.62,,97.61,1
Female,White,Tier 1,PhD,9.4,,58.11,60.56,0
Male,White,Tier 2,Masters,1.7,18.16,,96.57,1
Male,Asian,Tier 1,Masters,3.6,46.98,44.57,95.89,1
,Black,Tier 3,Bachelors,0.4,44.8,66.76,19.79,0
Male,Hispanic,Tier 2,Bachelors,1.8,7.36,98.74,76.1,1
Other,White,,Masters,3.6,9.46,57.39,77.13,0
Female,White,Tier 2,PhD,,18.94,91.88,98.59,1
Female,,Tier 1,Bachelors,0.1,5.84,56.78,84.61,0
,,Tier 1,Bachelors,17.0,3.71,,42.38,0
Female,Black,Tier 2,,10.7,24.75,97.1,47.66,1
Other,White,Tier 1,Masters,2.1,37.0,34.35,67.22,0
Male,White,Tier 3,Masters,0.5,37.1,80.72,36.27,0
Male,White,Tier 2,Masters,2.6,39.62,73.26,29.47,0
Male,White,Tier 1,Bachelors,0.5,23.06,55.14,75.65,0
,Black,Tier 1,PhD,2.0,52.71,79.1,3.33,0
Female,White,Tier 1,Bachelors,6.9,42.45,88.12,0.56,0
Male,,Tier 2,Bachelors,1.7,33.8,82.39,72.46,1
Male,Black,Tier 1,Bachelors,5.5,34.94,,44.35,0
Male,White,Tier 1,Bachelors,6.1,23.18,75.13,52.55,0
,,Tier 2,Bachelors,0.8,19.93,72.24,48.22,0
Male,White,Tier 2,PhD,,27.14,97.13,69.05,1
Male,,Tier 2,Bachelors,1.9,,,,0
Male,Hispanic,Tier 1,Bachelors,1.2,42.32,77.72,37.07,1
Male,Hispanic,Tier 3,Bachelors,0.5,41.93,94.56,84.29,1
Male,White,,Masters,3.1,11.4,74.32,67.81,0
Other,Black,,Masters,8.7,34.2,53.0,81.68,0
Female,White,Tier 1,PhD,5.3,34.43,73.46,9.74,0
Male,White,,Bachelors,3.2,28.91,72.32,80.54,0
Female,Black,Tier 2,PhD,5.8,3.68,64.04,21.09,0
Male,Black,Tier 2,Masters,5.7,5.06,39.7,0.39,0
Male,,Tier 2,Bachelors,4.3,17.41,81.18,12.98,0
Male,Asian,Tier 2,Bachelors,,22.54,52.16,29.22,0
Male,Hispanic,Tier 2,Bachelors,1.4,37.31,76.2,58.07,1
Female,,Tier 1,Bachelors,0.5,59.25,67.55,6.47,0
Male,White,Tier 1,Bachelors,5.8,8.43,24.46,24.26,0
Female,,Tier 2,Masters,18.6,15.44,79.92,16.29,0
Female,,Tier 1,Bachelors,1.2,29.86,76.65,12.17,0
Female,White,Tier 3,Bachelors,0.7,4.73,76.73,40.46,0
Male,Asian,,Masters,1.4,23.85,54.48,74.09,0
Female,Black,Tier 3,PhD,0.8,40.61,46.52,63.11,0
Male,Other,Tier 2,Masters,13.2,40.94,89.14,43.15,1
Male,Black,Tier 3,Bachelors,,30.06,56.85,37.71,0
Male,Asian,Tier 2,Masters,1.9,11.49,87.76,41.26,0
Male,White,Tier 2,Masters,2.5,29.4,91.75,84.62,1
Male,White,Tier 1,Masters,11.0,45.27,38.61,99.05,1
Male,White,Tier 2,Bachelors,23.9,34.12,38.88,,0
Male,White,Tier 2,Bachelors,4.8,,88.77,78.62,1
Female,Black,Tier 1,Masters,7.4,18.62,84.64,22.23,0
Male,,Tier 1,Bachelors,0.2,52.59,88.46,53.04,1
Male,White,Tier 1,Masters,8.2,26.51,79.87,23.02,0
Male,White,Tier 1,PhD,1.3,19.67,52.01,27.17,0
Male,White,Tier 2,Masters,1.9,22.56,69.46,60.33,0
Female,Black,Tier 2,Bachelors,8.0,12.55,70.14,37.15,0
Female,Black,Tier 2,Bachelors,0.1,27.52,43.51,90.84,0
,Black,,Bachelors,4.9,7.6,73.94,38.26,0
Female,White,Tier 3,Bachelors,1.7,14.78,77.69,20.34,0
,,Tier 2,Masters,12.2,29.94,85.83,59.03,1
Female,White,Tier 2,PhD,1.9,18.2,75.66,9.22,0
Male,Hispanic,Tier 2,Masters,1.2,25.54,97.09,73.73,1
Female,Hispanic,Tier 1,Bachelors,2.3,37.67,63.47,9.92,0
Female,Black,Tier 1,Masters,4.2,4.22,72.01,89.53,0
Female,Black,Tier 1,Bachelors,,41.68,78.93,15.19,0
Male,Black,,PhD,0.6,23.99,83.93,89.47,1
Male,White,Tier 1,Masters,7.2,4.86,75.18,55.94,0
Other,White,Tier 1,Bachelors,,18.35,84.65,4.16,0
Female,Hispanic,Tier 2,Bachelors,,17.37,39.66,93.27,0
Male,White,Tier 2,Bachelors,3.6,32.16,,36.39,0
Male,Hispanic,Tier 1,Bachelors,,25.7,79.14,35.45,0
Female,,Tier 1,Masters,5.4,11.94,68.24,,0
Male,Asian,Tier 3,Bachelors,4.8,43.75,59.15,35.34,0
Male,White,Tier 2,Masters,3.1,8.17,66.1,2.65,0
Male,Hispanic,,Masters,1.5,36.27,77.03,15.57,0
Female,Asian,Tier 1,Bachelors,1.6,43.78,55.87,66.67,0
Male,White,Tier 2,,0.7,14.95,75.07,45.68,0
Male,Hispanic,Tier 2,Bachelors,10.7,29.9,59.81,28.44,0
Female,Black,Tier 3,Masters,9.5,10.9,95.96,85.87,1
Other,Black,Tier 1,Bachelors,3.5,19.84,93.76,81.94,1
Female,Asian,Tier 1,Bachelors,1.0,4.42,87.29,83.37,1
Female,White,Tier 2,Bachelors,6.0,27.04,67.31,21.31,0
Female,White,Tier 2,Bachelors,0.5,16.13,49.07,91.01,0
Female,Asian,Tier 1,Bachelors,15.9,14.15,75.82,,0
Male,White,Tier 3,Bachelors,0.2,48.12,79.79,44.19,1
,Black,Tier 1,Bachelors,9.2,44.74,84.47,,1
Female,Asian,Tier 2,Masters,2.7,18.0,57.15,80.95,0
Female,Asian,Tier 2,Bachelors,5.6,21.63,94.52,,0
Male,Black,Tier 1,Bachelors,5.6,51.35,,63.68,1
Female,,,Masters,19.0,46.52,28.24,72.09,0
Male,White,Tier 1,Masters,0.8,20.79,78.17,20.15,0
Female,White,Tier 2,Bachelors,,24.59,50.33,,0
Female,Asian,Tier 2,Masters,6.4,0.64,50.06,77.29,0
Male,Asian,,PhD,0.9,48.12,71.46,6.99,0
Male,Black,,Bachelors,14.1,51.89,60.62,8.85,0
Male,White,Tier 3,Bachelors,0.7,49.44,67.6,20.61,0
Male,Black,Tier 2,,12.9,40.25,81.51,48.68,1
Female,Other,Tier 3,Masters,3.6,10.14,54.82,91.85,0
Other,White,Tier 1,Bachelors,,40.53,,47.65,1
,White,Tier 1,Bachelors,13.0,51.35,81.26,22.1,1
Male,White,Tier 2,Bachelors,0.1,8.96,46.1,55.54,0
Male,Black,Tier 1,Bachelors,2.5,27.83,71.93,22.99,0
Male,White,Tier 2,,0.6,13.98,68.78,80.08,0
Male,Hispanic,Tier 1,Bachelors,7.6,41.35,72.2,32.41,0
Male,Hispanic,Tier 2,Masters,1.1,11.79,67.52,0.76,0
,Hispanic,Tier 2,Bachelors,2.5,56.06,55.52,41.53,0
Male,Black,,,0.2,16.91,65.66,22.68,0
Other,White,Tier 1,Bachelors,2.3,6.72,92.39,3.75,0
Female,Black,Tier 3,PhD,1.0,21.61,65.86,21.25,0
Male,White,Tier 2,Bachelors,18.3,59.94,47.52,38.56,0
Male,White,Tier 2,Bachelors,2.1,36.66,61.07,7.77,0
Other,White,Tier 3,Masters,,65.18,91.24,78.63,1
Male,White,Tier 2,Masters,0.8,17.63,43.4,29.09,0
Male,Black,Tier 2,PhD,,17.95,96.6,25.08,0
Male,Black,Tier 2,Bachelors,,68.61,63.54,77.81,1
Female,,Tier 3,Masters,2.9,45.75,81.27,90.96,1
Female,Asian,Tier 2,Masters,2.9,22.73,57.48,93.54,0
Male,White,Tier 3,Bachelors,,51.28,76.95,0.86,0
Male,,,Bachelors,2.5,20.44,77.57,81.75,0
Male,Black,Tier 2,Bachelors,3.9,36.27,92.67,,1
Female,White,Tier 2,Bachelors,1.1,26.27,67.37,4.41,0
,,Tier 2,Masters,2.3,,77.58,69.49,0
Male,White,,Bachelors,2.8,47.92,82.04,72.01,1
Female,Black,Tier 3,,3.6,,87.54,18.67,0
Male,White,Tier 2,PhD,2.9,28.47,91.54,59.13,1
Female,Asian,,Masters,4.2,20.08,83.54,26.47,0
Male,White,Tier 2,Bachelors,,,81.37,99.84,1
Male,Black,Tier 2,Bachelors,7.4,,80.91,58.0,1
Female,Black,Tier 3,Masters,3.9,22.93,76.4,6.88,0
Male,Asian,,Masters,12.7,22.3,42.4,32.5,0
Other,Black,Tier 1,Masters,1.2,5.33,,95.66,0
Female,,Tier 2,PhD,19.6,9.68,69.56,61.57,0
Female,White,,,3.8,12.6,83.28,84.71,0
Other,White,Tier 2,Bachelors,0.9,21.74,84.7,49.75,0
Male,Asian,Tier 2,,4.1,7.23,97.71,12.05,0
Male,Black,,Bachelors,18.5,46.39,30.12,30.09,0
Female,White,Tier 2,Bachelors,5.2,5.9,77.2,13.88,0
Female,White,Tier 2,Masters,4.7,25.03,,28.28,0
Other,,Tier 1,,0.1,38.22,86.45,85.54,1
Male,,Tier 2,Bachelors,3.1,25.61,86.85,85.86,1
Male,White,Tier 1,Bachelors,3.6,24.69,60.17,21.76,0
Female,Other,Tier 2,,0.5,67.58,87.2,50.92,1
Female,White,Tier 1,Bachelors,0.5,28.72,87.24,74.33,1
Male,White,Tier 2,Bachelors,0.3,37.62,67.94,1.84,0
Male,White,Tier 2,Bachelors,7.0,43.6,71.53,65.93,1
Female,White,Tier 2,,5.7,65.73,82.22,,1
Male,,Tier 3,PhD,2.7,28.29,67.03,77.61,0
,White,Tier 1,Bachelors,3.3,,46.79,48.99,0
Male,White,Tier 2,Masters,3.2,28.26,80.83,5.99,0
Male,Black,Tier 1,PhD,11.6,,,93.13,1
Female,White,Tier 3,Bachelors,1.1,,84.54,45.18,0
Male,Black,Tier 1,Bachelors,2.0,39.35,37.14,71.66,0
Male,White,Tier 1,Masters,10.5,37.49,69.03,62.33,1
Male,Black,Tier 2,Bachelors,3.2,11.43,70.85,87.59,0
Female,White,Tier 3,Bachelors,6.6,26.29,85.99,14.44,0
Female,Other,Tier 2,,5.6,29.42,87.13,,0
Male,White,,Masters,0.0,24.93,42.31,51.84,0
Male,Asian,Tier 2,Bachelors,10.0,13.73,78.32,0.35,0
Female,Hispanic,Tier 2,Bachelors,5.4,37.26,54.62,,0
Female,White,Tier 1,Masters,0.1,26.5,74.33,56.78,0
,,Tier 2,Bachelors,0.8,15.36,14.73,22.21,0
Other,White,Tier 2,Masters,5.7,33.13,63.47,17.78,0
Male,White,Tier 1,Bachelors,3.6,19.81,87.58,63.76,1
Male,Black,Tier 2,Masters,1.6,16.37,45.72,43.84,0
Female,Hispanic,Tier 1,PhD,7.2,24.37,86.52,70.59,1
Female,White,Tier 1,Bachelors,7.5,23.91,84.57,73.04,1
Male,Other,Tier 1,Bachelors,2.7,56.1,40.42,54.92,0
Male,Asian,Tier 2,Bachelors,7.3,15.93,85.0,70.46,1
Female,Hispanic,Tier 1,Bachelors,0.1,41.7,70.57,25.01,0
Male,White,Tier 2,Masters,8.4,9.19,61.25,36.62,0
Male,White,Tier 3,Masters,3.0,11.41,95.69,60.45,0
Male,White,,PhD,0.2,20.97,94.3,17.48,0
Male,White,Tier 2,Masters,2.0,12.7,62.32,99.06,0
Male,,Tier 3,Bachelors,5.3,12.25,42.87,66.83,0
Female,,Tier 2,Masters,20.4,51.56,83.45,82.46,1
Male,Black,,,13.6,65.45,83.79,5.94,1
Male,Black,Tier 3,Masters,8.4,3.99,69.1,99.36,0
Male,Hispanic,Tier 2,Masters,0.7,46.38,47.78,66.43,0
Male,White,Tier 1,Masters,12.8,32.79,85.29,71.42,1
Female,,Tier 3,Bachelors,13.0,34.18,,54.9,0
Male,Black,Tier 2,,1.1,,69.73,59.72,0
Female,,Tier 2,Bachelors,4.1,13.31,52.82,45.39,0
Male,Hispanic,Tier 1,Bachelors,0.2,19.16,67.11,3.79,0
Male,Other,Tier 2,PhD,0.6,63.06,88.34,4.2,1
Female,Black,Tier 1,Masters,2.5,17.9,86.7,17.32,0
Male,Asian,Tier 2,,1.3,49.03,73.16,6.96,0
Male,White,Tier 2,,1.6,36.86,69.67,82.6,1
Female,White,Tier 2,Bachelors,3.2,40.16,82.19,12.79,0
,White,Tier 1,Bachelors,0.1,6.87,,8.04,0
Female,Black,Tier 2,Bachelors,7.5,18.48,90.02,42.96,0
,Asian,Tier 2,Masters,4.2,,97.98,48.74,1
Female,White,Tier 2,PhD,0.7,7.31,75.21,18.43,0
Male,White,Tier 1,Bachelors,7.4,20.81,73.86,58.46,0
Male,Black,Tier 2,Bachelors,7.2,55.61,50.06,92.52,1
Male,Black,Tier 2,PhD,2.9,,,63.53,0
Male,White,Tier 2,Bachelors,,21.7,54.59,74.4,0
Female,White,Tier 2,Bachelors,1.0,52.44,38.62,51.59,0
Male,,Tier 2,Masters,1.4,34.82,45.14,21.09,0
Male,White,Tier 2,Masters,2.7,26.47,54.15,0.79,0
Female,White,Tier 2,Masters,7.6,15.24,92.4,24.11,0
Female,White,Tier 1,Bachelors,0.2,6.84,80.73,52.87,0
,Black,Tier 2,Bachelors,21.1,,72.49,76.83,1
Male,Asian,Tier 1,Bachelors,1.5,23.56,71.57,,0
Female,Asian,Tier 2,Bachelors,7.0,22.68,58.62,57.72,0
Male,White,Tier 1,Bachelors,2.1,19.32,74.92,40.57,0
Male,White,Tier 2,,5.3,23.12,96.26,24.91,0
Other,White,Tier 2,Bachelors,1.3,15.13,59.8,6.98,0
,Hispanic,Tier 3,Bachelors,2.8,42.48,82.29,31.38,0
Male,White,Tier 2,Masters,9.8,50.81,83.17,8.81,0
Male,Black,Tier 1,Bachelors,0.7,17.11,67.37,64.37,0
Male,Black,Tier 2,Masters,2.9,,85.5,92.67,1
,Asian,,Bachelors,6.7,31.28,81.68,96.37,1
,Asian,Tier 1,Bachelors,5.7,66.36,86.46,35.6,1
Male,White,Tier 3,Bachelors,26.3,28.85,71.38,25.15,0
Male,White,Tier 1,Masters,2.7,,78.91,,1
Female,Asian,Tier 2,Bachelors,5.5,29.59,68.21,18.1,0
Male,White,Tier 3,Bachelors,3.7,7.91,81.39,11.97,0
Male,White,,Bachelors,28.6,3.55,55.18,96.72,0
,Asian,Tier 2,Bachelors,0.1,42.03,75.15,58.82,1
Male,Black,Tier 2,Bachelors,4.7,,84.22,70.91,1
Male,White,Tier 3,,5.6,21.47,60.91,52.7,0
Female,Other,Tier 1,Bachelors,5.9,16.27,76.76,18.92,0
Male,Black,,Masters,0.1,,42.16,47.11,0
Male,White,Tier 1,Bachelors,,50.43,84.81,20.42,1
Male,White,Tier 2,Masters,1.6,19.87,66.59,4.21,0
Male,Black,Tier 1,Bachelors,10.2,40.77,,95.87,1
Male,Asian,Tier 1,Masters,2.5,15.86,78.43,,0
,Hispanic,Tier 1,Masters,1.0,28.7,88.46,15.48,0
Male,Black,Tier 2,Bachelors,3.7,29.41,61.81,76.15,0
Male,White,Tier 1,Bachelors,13.8,39.68,91.89,10.7,1
Male,White,Tier 2,Bachelors,,8.56,88.02,11.96,0
,White,Tier 2,,7.7,3.62,88.33,63.75,0
Male,Hispanic,Tier 2,PhD,0.6,7.09,47.51,,0
Female,White,Tier 2,,3.1,23.99,80.66,2.74,0
Male,White,,Bachelors,4.7,24.65,73.65,,0
Male,,Tier 3,Masters,2.1,24.07,65.79,66.15,0
Male,White,Tier 2,Bachelors,1.3,23.62,81.11,96.73,1
Male,White,Tier 1,Bachelors,3.4,27.4,68.95,38.67,0
Male,Other,,Bachelors,3.1,36.86,,8.22,0
Female,White,Tier 2,Bachelors,10.9,23.08,75.97,99.21,1
Male,Hispanic,Tier 2,Bachelors,,13.07,79.69,28.79,0
Female,White,,Masters,12.0,34.16,86.64,64.5,1
Male,Black,Tier 1,Bachelors,2.5,12.86,,75.05,0
Male,Asian,Tier 2,Bachelors,2.8,,58.96,46.3,0
Female,Asian,Tier 2,Masters,3.9,14.08,90.97,26.91,0
Female,Black,Tier 3,Bachelors,1.7,15.69,85.51,13.72,0
Male,Other,Tier 2,PhD,,44.86,70.95,48.09,1
Female,Asian,Tier 1,Bachelors,1.4,38.27,31.81,23.38,0
,Black,,Bachelors,,2.09,62.67,39.99,0
Female,Hispanic,Tier 1,Bachelors,7.4,19.38,97.57,43.87,1
Male,Asian,Tier 2,Masters,2.9,63.8,54.94,9.37,0
Male,White,Tier 2,Masters,9.7,13.58,94.97,92.06,1
Female,,Tier 3,Bachelors,10.5,39.18,89.37,87.16,1
Male,White,Tier 1,Bachelors,0.6,20.23,77.1,9.37,0
Female,White,Tier 3,Bachelors,0.6,23.76,47.0,35.28,0
Female,,Tier 3,Masters,0.9,5.74,58.6,84.4,0
Male,Asian,,Bachelors,4.0,48.59,67.35,40.23,0
Male,Black,Tier 1,Masters,2.2,35.77,62.6,73.97,1
Male,White,Tier 3,Bachelors,0.6,30.01,75.81,23.37,0
Male,Asian,Tier 2,Masters,1.5,79.57,84.83,,1
Male,White,Tier 1,Bachelors,8.3,22.06,66.53,18.69,0
Other,White,Tier 3,Bachelors,0.2,53.56,63.4,66.51,1
Female,Asian,Tier 1,Bachelors,5.7,36.42,87.87,67.5,1
Male,White,Tier 1,Bachelors,0.6,15.71,82.32,78.67,1
Other,White,Tier 2,Bachelors,,39.52,62.22,1.76,0
Male,Black,Tier 1,PhD,1.5,26.16,73.18,0.14,0
Male,Hispanic,Tier 3,Bachelors,11.4,35.4,46.39,64.33,0
Male,Other,Tier 2,Bachelors,2.7,29.77,93.96,88.0,1
Female,White,Tier 2,Bachelors,2.2,11.38,59.75,60.29,0
,Hispanic,Tier 2,Masters,0.1,31.66,83.5,85.97,1
Male,Other,,Masters,7.3,52.05,84.74,,1
Female,White,Tier 3,Masters,1.7,27.76,83.97,61.76,0
Male,White,Tier 2,Masters,6.4,48.68,54.55,0.92,0
Male,White,Tier 3,Bachelors,2.4,,45.91,,0
Male,Asian,Tier 1,Bachelors,4.4,15.07,31.75,60.44,0
Male,White,,Bachelors,5.3,22.74,83.66,40.29,0
Male,White,Tier 2,Bachelors,5.1,50.01,67.83,83.62,1
Female,White,Tier 2,Bachelors,0.5,,79.2,79.15,1
Male,White,,Masters,3.4,39.1,,2.27,0
Male,Asian,Tier 1,PhD,15.0,22.31,63.43,51.25,0
Male,Black,Tier 1,Bachelors,1.0,26.31,39.26,92.59,0
Female,Hispanic,Tier 3,Bachelors,0.3,33.03,86.29,49.71,0
Male,White,Tier 2,Masters,2.4,28.78,76.93,3.73,0
Female,Black,Tier 2,Bachelors,0.5,25.25,82.29,51.94,0
Male,Black,Tier 2,Bachelors,1.8,19.77,55.43,2.82,0
Other,Asian,Tier 2,,,6.62,62.73,98.22,0
Female,White,Tier 2,Bachelors,0.7,9.99,83.96,31.57,0
Male,White,Tier 1,Masters,7.7,45.46,56.97,42.56,0
Male,Black,Tier 2,Bachelors,0.1,17.12,92.49,87.23,1
Female,White,Tier 2,Masters,,36.59,83.96,24.56,0
Male,Black,Tier 2,PhD,1.0,34.11,54.44,52.55,0
Male,Hispanic,Tier 2,Bachelors,7.6,12.11,64.57,53.25,0
Female,White,Tier 1,Bachelors,14.4,0.95,95.33,6.95,0
Other,Black,Tier 2,Bachelors,,22.97,73.96,5.76,0
Male,White,Tier 2,Bachelors,2.2,42.63,67.66,86.24,1
Male,Black,Tier 1,Bachelors,2.2,3.07,50.8,73.62,0
Male,Hispanic,Tier 1,Masters,0.3,68.83,73.61,45.16,1
Male,White,Tier 1,PhD,8.5,14.76,80.74,29.68,0
Female,Hispanic,Tier 2,Bachelors,6.7,29.98,88.28,30.92,0
Female,Asian,Tier 2,Bachelors,0.9,3.72,94.46,76.17,0
Female,Asian,Tier 2,Bachelors,0.8,18.99,51.77,73.81,0
Male,Asian,,Bachelors,2.7,,79.48,97.64,1
,,Tier 2,Masters,9.0,4.64,64.59,8.72,0
Female,White,Tier 1,Bachelors,6.6,,76.19,1.65,0
Male,Other,Tier 2,Masters,0.1,49.41,81.47,51.89,1
Female,White,Tier 1,Masters,2.8,32.3,67.63,13.32,0
Male,White,Tier 3,Masters,3.2,58.69,42.98,22.25,0
Male,Black,Tier 1,Masters,4.1,24.94,83.49,90.36,1
Other,White,Tier 3,,5.7,28.12,54.69,85.86,0
Male,White,Tier 2,Bachelors,3.8,23.25,95.81,48.93,1
Male,White,Tier 2,Bachelors,1.3,8.44,63.36,59.9,0
Male,White,Tier 1,Bachelors,2.3,6.94,83.73,50.22,0
Male,Hispanic,Tier 2,Bachelors,8.8,6.53,54.99,94.93,0
Female,Hispanic,,Bachelors,0.8,45.91,13.42,99.39,0
Female,Black,Tier 1,PhD,5.8,74.17,85.7,,1
Female,Asian,Tier 3,Masters,2.8,26.11,68.31,73.88,0
Female,Black,Tier 1,Bachelors,1.9,3.24,53.86,29.81,0
Male,White,Tier 2,Bachelors,4.7,14.18,65.49,13.29,0
Female,Asian,Tier 3,Bachelors,2.3,16.58,71.22,,0
Male,White,Tier 3,Bachelors,,23.48,75.77,44.61,0
Male,White,Tier 2,,0.2,30.97,65.95,67.26,0
Male,Asian,Tier 3,Masters,,13.87,60.37,11.93,0
Female,White,Tier 2,Bachelors,0.6,36.2,69.27,31.62,0
Male,White,Tier 2,PhD,3.0,31.64,58.05,14.77,0
Female,White,Tier 1,Bachelors,1.8,11.89,76.77,73.05,0
Female,Asian,Tier 1,Masters,2.8,33.29,76.38,19.9,0
Male,White,Tier 1,Bachelors,1.1,11.25,85.46,11.91,0
,,Tier 2,Bachelors,11.9,15.14,69.59,82.28,0
Female,Other,Tier 2,Bachelors,3.3,32.1,51.56,,0
Male,White,Tier 2,Bachelors,1.5,4.35,59.37,67.59,0
Male,White,Tier 2,,4.4,17.99,83.55,64.52,0
Male,Asian,Tier 2,PhD,7.6,30.57,73.66,61.7,1
Female,Asian,Tier 1,Bachelors,0.4,24.36,71.04,11.63,0
Male,Hispanic,Tier 3,Bachelors,1.6,24.06,78.05,12.61,0
Male,White,Tier 2,Bachelors,,15.54,48.41,44.13,0
Male,Hispanic,,PhD,5.1,25.99,63.84,65.46,0
Male,Black,Tier 2,Bachelors,2.4,32.78,60.23,41.61,0
Female,Black,Tier 1,Bachelors,6.3,2.99,70.79,45.35,0
Male,Black,Tier 1,,5.8,25.03,87.89,76.76,1
Female,White,Tier 2,Bachelors,0.6,11.56,70.23,78.32,0
Female,,Tier 2,Bachelors,0.5,53.99,58.32,3.99,0
Male,Hispanic,Tier 1,Bachelors,15.6,23.37,31.03,2.01,0
Female,Black,Tier 2,Bachelors,4.7,25.21,44.98,77.69,0
Other,Hispanic,Tier 2,Masters,10.6,25.24,33.59,3.55,0
Female,White,Tier 2,Masters,5.1,25.92,42.26,21.38,0
,White,Tier 3,Masters,3.7,23.92,62.2,97.84,0
Male,White,Tier 1,Bachelors,1.9,29.56,90.08,70.88,1
Male,White,Tier 3,Bachelors,2.1,42.0,77.72,21.93,0
Male,White,Tier 2,Bachelors,0.7,2.2,76.9,88.88,0
,,Tier 2,Bachelors,7.4,14.66,53.75,9.97,0
Female,,Tier 1,Bachelors,0.1,29.82,73.84,23.93,0
Female,Asian,Tier 1,Bachelors,,11.59,51.64,3.83,0
Female,,Tier 3,Bachelors,3.2,15.04,29.26,18.36,0
Male,Asian,Tier 2,Bachelors,13.1,25.06,38.76,16.49,0
Male,Black,Tier 1,Masters,14.0,3.67,43.68,49.75,0
Female,Asian,Tier 1,Bachelors,7.4,25.97,69.33,84.84,1
Male,Hispanic,Tier 2,,4.3,25.13,61.15,89.81,1
Male,Black,Tier 2,Bachelors,11.7,14.82,86.61,70.35,1
Male,Hispanic,Tier 2,Bachelors,1.3,27.83,78.36,5.26,0
Female,Black,Tier 3,Masters,2.0,42.42,49.15,73.03,0
Female,Black,Tier 1,Bachelors,6.4,35.45,93.19,7.72,0
Other,White,Tier 3,PhD,3.4,40.24,69.41,59.08,0
Male,Black,Tier 1,PhD,0.4,26.29,58.83,90.35,1
Female,Asian,Tier 2,Masters,1.2,33.15,,74.79,1
Male,Other,Tier 3,Bachelors,6.0,32.93,,20.96,0
Male,White,Tier 2,Bachelors,0.7,10.54,66.31,,0
Male,Black,,Masters,16.4,59.44,61.83,39.32,0
,,Tier 1,Masters,,19.88,74.19,,0
,Hispanic,,Bachelors,0.1,33.84,63.16,75.28,0
Female,White,Tier 2,Masters,1.4,23.05,82.52,4.49,0
Male,Asian,Tier 2,Masters,3.8,25.61,74.21,66.78,0
Male,White,Tier 2,Bachelors,0.1,24.51,91.54,34.5,0
Male,,Tier 3,Bachelors,11.2,17.52,88.89,42.41,0
Female,Hispanic,Tier 3,Bachelors,5.5,6.76,75.32,61.07,0
Female,Asian,Tier 3,Bachelors,5.1,5.91,77.46,32.28,0
,Hispanic,Tier 2,,8.8,44.4,73.13,46.37,0
Female,Black,Tier 2,Bachelors,0.4,61.3,89.77,,1
Other,White,Tier 2,Masters,0.6,59.21,56.68,80.89,1
Female,Hispanic,Tier 2,Masters,6.8,11.21,,15.86,0
Female,,Tier 2,Bachelors,12.6,24.41,77.79,95.04,1
Male,Asian,Tier 2,Bachelors,3.2,41.64,68.61,68.89,1
Male,Black,Tier 3,Bachelors,15.2,9.47,74.02,86.18,0
Male,Asian,Tier 2,Masters,2.8,36.72,73.39,34.18,0
Male,White,Tier 2,Bachelors,0.6,48.66,,46.32,1
Male,Hispanic,Tier 3,Masters,1.8,11.17,82.35,22.18,0
Male,White,Tier 2,,20.4,29.77,83.24,25.53,0
Male,Asian,Tier 3,Bachelors,1.7,27.99,79.3,57.28,0
Male,White,Tier 2,Bachelors,5.2,65.31,79.88,3.47,1
,Hispanic,,,8.0,,81.06,76.62,0
Male,Other,Tier 2,Bachelors,4.6,49.87,,83.03,1
Male,Hispanic,Tier 2,Masters,6.2,22.39,68.07,47.39,0
Female,Black,Tier 2,Bachelors,9.0,61.64,69.54,39.95,1
